product_name,platform,date,price,discount,rating
Exercise Ball,Meesho,2025-10-24,817.57,24.0,5.0
Exercise Ball,Meesho,2025-10-25,822.16,13.5,3.9
Exercise Ball,Meesho,2025-10-26,842.76,15.5,4.4
Exercise Ball,Meesho,2025-10-27,752.58,12.8,3.7
Exercise Ball,Meesho,2025-10-28,806.81,9.3,4.8
Exercise Ball,Meesho,2025-10-29,933.05,9.8,4.7
Exercise Ball,Meesho,2025-10-30,827.8,21.1,4.6
Exercise Ball,Meesho,2025-10-31,903.45,9.9,4.3
Exercise Ball,Meesho,2025-11-01,868.95,27.1,4.7
Exercise Ball,Meesho,2025-11-02,949.38,8.8,4.8
Exercise Ball,Meesho,2025-11-03,905.0,8.4,4.2
Exercise Ball,Meesho,2025-11-04,973.62,21.2,4.8
Exercise Ball,Meesho,2025-11-05,1007.14,19.0,4.9
Exercise Ball,Meesho,2025-11-06,977.19,24.6,4.4
Exercise Ball,Meesho,2025-11-07,894.61,10.3,4.7
Exercise Ball,Meesho,2025-11-08,1029.79,12.2,3.7
Exercise Ball,Meesho,2025-11-09,956.04,23.0,4.1
Exercise Ball,Meesho,2025-11-10,969.03,10.1,3.4
Exercise Ball,Meesho,2025-11-11,967.99,11.5,4.4
Exercise Ball,Meesho,2025-11-12,886.67,18.3,4.0
Exercise Ball,Meesho,2025-11-13,888.07,15.4,4.9
Exercise Ball,Meesho,2025-11-14,857.87,10.3,3.5
Exercise Ball,Meesho,2025-11-15,936.4,24.8,4.4
Exercise Ball,Meesho,2025-11-16,947.84,20.7,4.7
Exercise Ball,Meesho,2025-11-17,772.38,15.1,4.3
Exercise Ball,Meesho,2025-11-18,797.37,22.6,4.1
Exercise Ball,Meesho,2025-11-19,825.82,21.3,3.6
Exercise Ball,Meesho,2025-11-20,783.69,11.2,4.8
Exercise Ball,Meesho,2025-11-21,807.34,10.5,3.8
Exercise Ball,Meesho,2025-11-22,757.13,14.7,4.2
Exercise Ball,Meesho,2025-11-23,816.9,24.6,4.5
Exercise Ball,Meesho,2025-11-24,854.84,8.9,4.6
Exercise Ball,Meesho,2025-11-25,845.85,26.7,4.7
Exercise Ball,Meesho,2025-11-26,815.78,19.9,3.7
Exercise Ball,Meesho,2025-11-27,830.73,14.3,3.8
Exercise Ball,Meesho,2025-11-28,844.06,10.6,3.6
Exercise Ball,Meesho,2025-11-29,905.8,20.0,3.9
Exercise Ball,Meesho,2025-11-30,912.22,8.3,3.7
Exercise Ball,Meesho,2025-12-01,884.0,22.2,4.8
Exercise Ball,Meesho,2025-12-02,891.75,14.2,4.4
Exercise Ball,Meesho,2025-12-03,954.2,16.5,3.6
Exercise Ball,Meesho,2025-12-04,991.74,16.1,4.0
Exercise Ball,Meesho,2025-12-05,952.93,21.2,4.0
Exercise Ball,Meesho,2025-12-06,1022.05,12.2,4.1
Exercise Ball,Meesho,2025-12-07,872.77,20.6,4.4
Exercise Ball,Meesho,2025-12-08,971.38,9.4,3.6
Exercise Ball,Meesho,2025-12-09,864.21,8.2,4.7
Exercise Ball,Meesho,2025-12-10,938.56,15.7,4.1
Exercise Ball,Meesho,2025-12-11,934.25,17.0,4.7
Exercise Ball,Meesho,2025-12-12,849.08,14.9,4.4
Exercise Ball,Meesho,2025-12-13,908.33,17.4,4.9
Exercise Ball,Meesho,2025-12-14,846.19,15.8,3.4
Exercise Ball,Meesho,2025-12-15,838.71,18.6,3.9
Exercise Ball,Meesho,2025-12-16,893.17,9.7,4.9
Exercise Ball,Meesho,2025-12-17,884.05,10.3,3.2
Exercise Ball,Meesho,2025-12-18,868.5,20.4,4.3
Exercise Ball,Meesho,2025-12-19,885.48,18.8,4.3
Exercise Ball,Meesho,2025-12-20,808.11,18.8,4.7
Exercise Ball,Meesho,2025-12-21,794.07,15.9,4.1
Exercise Ball,Meesho,2025-12-22,821.01,15.5,4.9
Exercise Ball,Meesho,2025-12-23,868.39,21.2,4.1
Exercise Ball,Meesho,2025-12-24,844.65,13.0,4.6
Exercise Ball,Meesho,2025-12-25,889.82,19.4,3.9
Exercise Ball,Meesho,2025-12-26,861.0,15.0,4.2
Exercise Ball,Meesho,2025-12-27,860.72,16.3,3.9
Exercise Ball,Meesho,2025-12-28,820.92,12.8,4.7
Exercise Ball,Meesho,2025-12-29,924.5,20.5,4.0
Exercise Ball,Meesho,2025-12-30,957.72,11.0,3.4
Exercise Ball,Meesho,2025-12-31,930.74,8.6,4.2
Exercise Ball,Meesho,2026-01-01,935.79,14.8,3.5
Exercise Ball,Meesho,2026-01-02,966.15,23.0,4.7
Exercise Ball,Meesho,2026-01-03,890.71,10.3,4.0
Exercise Ball,Meesho,2026-01-04,989.33,16.8,4.0
Exercise Ball,Meesho,2026-01-05,954.45,13.2,3.9
Exercise Ball,Meesho,2026-01-06,1022.53,21.6,3.6
Exercise Ball,Meesho,2026-01-07,963.01,8.1,4.0
Exercise Ball,Meesho,2026-01-08,930.11,17.1,3.9
Exercise Ball,Meesho,2026-01-09,1006.34,10.5,3.9
Exercise Ball,Meesho,2026-01-10,887.16,22.4,4.1
Exercise Ball,Meesho,2026-01-11,914.16,14.5,3.7
Exercise Ball,Meesho,2026-01-12,945.34,11.7,4.1
Exercise Ball,Meesho,2026-01-13,942.11,19.6,4.3
Exercise Ball,Meesho,2026-01-14,870.32,24.1,4.1
Exercise Ball,Meesho,2026-01-15,856.25,14.0,3.8
Exercise Ball,Meesho,2026-01-16,927.87,23.0,3.9
Exercise Ball,Meesho,2026-01-17,794.21,15.6,4.7
Exercise Ball,Meesho,2026-01-18,802.18,9.2,3.2
Exercise Ball,Meesho,2026-01-19,846.86,11.5,4.1
Exercise Ball,Meesho,2026-01-20,836.88,10.4,3.8
Exercise Ball,Meesho,2026-01-21,823.58,18.7,3.7
Exercise Ball,Meesho,2026-01-22,773.39,24.5,4.4
Exercise Ball,Meesho,2026-01-23,871.12,10.7,4.0
Exercise Ball,Meesho,2026-01-24,909.14,19.0,4.7
Exercise Ball,Meesho,2026-01-25,902.44,15.0,4.5
Exercise Ball,Meesho,2026-01-26,903.18,20.4,3.7
Exercise Ball,Meesho,2026-01-27,945.36,23.8,4.7
Exercise Ball,Meesho,2026-01-28,885.27,21.2,4.2
Exercise Ball,Meesho,2026-01-29,890.8,14.6,4.3
Exercise Ball,Meesho,2026-01-30,927.22,20.9,4.6
Exercise Ball,Meesho,2026-01-31,961.77,17.8,4.0
Exercise Ball,Meesho,2026-02-01,971.16,21.3,4.1
Exercise Ball,Myntra,2025-08-01,797.42,12.6,4.1
Exercise Ball,Myntra,2025-08-02,810.75,11.8,3.9
Exercise Ball,Myntra,2025-08-03,762.83,18.9,4.5
Exercise Ball,Myntra,2025-08-04,777.21,17.0,3.4
Exercise Ball,Myntra,2025-08-05,869.74,8.5,4.4
Exercise Ball,Myntra,2025-08-06,898.08,17.0,3.6
Exercise Ball,Myntra,2025-08-07,904.27,16.7,4.4
Exercise Ball,Myntra,2025-08-08,853.69,22.5,3.8
Exercise Ball,Myntra,2025-08-09,896.27,15.4,4.4
Exercise Ball,Myntra,2025-08-10,880.1,22.9,5.0
Exercise Ball,Myntra,2025-08-11,854.76,17.8,4.4
Exercise Ball,Myntra,2025-08-12,882.66,12.3,4.3
Exercise Ball,Myntra,2025-08-13,907.62,15.1,3.9
Exercise Ball,Myntra,2025-08-14,828.46,16.9,4.2
Exercise Ball,Myntra,2025-08-15,811.9,20.0,4.2
Exercise Ball,Myntra,2025-08-16,796.63,10.3,3.9
Exercise Ball,Myntra,2025-08-17,817.99,23.2,4.1
Exercise Ball,Myntra,2025-08-18,798.23,11.2,4.7
Exercise Ball,Myntra,2025-08-19,690.93,13.4,4.7
Exercise Ball,Myntra,2025-08-20,756.9,16.4,3.7
Exercise Ball,Myntra,2025-08-21,707.19,19.3,4.1
Exercise Ball,Myntra,2025-08-22,774.49,18.8,3.7
Exercise Ball,Myntra,2025-08-23,695.12,24.9,3.9
Exercise Ball,Myntra,2025-08-24,755.79,13.5,4.1
Exercise Ball,Myntra,2025-08-25,652.05,35.8,3.9
Exercise Ball,Myntra,2025-08-26,731.7,8.9,3.5
Exercise Ball,Myntra,2025-08-27,734.0,21.7,4.9
Exercise Ball,Myntra,2025-08-28,803.42,17.6,3.8
Exercise Ball,Myntra,2025-08-29,762.81,24.5,4.0
Exercise Ball,Myntra,2025-08-30,867.66,9.6,5.0
Exercise Ball,Myntra,2025-08-31,814.23,22.0,3.9
Exercise Ball,Myntra,2025-09-01,815.23,17.0,4.4
Exercise Ball,Myntra,2025-09-02,858.9,8.7,4.3
Exercise Ball,Myntra,2025-09-03,871.08,19.9,4.4
Exercise Ball,Myntra,2025-09-04,895.25,17.4,4.2
Exercise Ball,Myntra,2025-09-05,929.4,11.1,4.3
Exercise Ball,Myntra,2025-09-06,787.91,20.3,4.9
Exercise Ball,Myntra,2025-09-07,844.17,13.1,4.6
Exercise Ball,Myntra,2025-09-08,898.54,13.6,4.2
Exercise Ball,Myntra,2025-09-09,941.87,17.0,4.0
Exercise Ball,Myntra,2025-09-10,902.33,20.3,4.3
Exercise Ball,Myntra,2025-09-11,928.33,24.5,3.6
Exercise Ball,Myntra,2025-09-12,898.05,21.7,3.7
Exercise Ball,Myntra,2025-09-13,847.31,18.4,3.7
Exercise Ball,Myntra,2025-09-14,849.0,19.5,4.8
Exercise Ball,Myntra,2025-09-15,817.88,12.4,4.6
Exercise Ball,Myntra,2025-09-16,840.96,10.5,4.5
Exercise Ball,Myntra,2025-09-17,810.74,13.3,4.3
Exercise Ball,Myntra,2025-09-18,768.0,22.0,3.4
Exercise Ball,Myntra,2025-09-19,701.27,9.0,3.4
Exercise Ball,Myntra,2025-09-20,708.15,12.5,4.0
Exercise Ball,Myntra,2025-09-21,734.22,21.7,3.8
Exercise Ball,Myntra,2025-09-22,735.21,8.2,4.2
Exercise Ball,Myntra,2025-09-23,710.77,16.9,3.5
Exercise Ball,Myntra,2025-09-24,690.98,20.2,4.0
Exercise Ball,Myntra,2025-09-25,781.4,16.5,4.2
Exercise Ball,Myntra,2025-09-26,760.86,18.6,3.6
Exercise Ball,Myntra,2025-09-27,730.88,16.0,4.0
Exercise Ball,Myntra,2025-09-28,859.56,16.2,4.2
Exercise Ball,Myntra,2025-09-29,886.11,11.3,3.9
Exercise Ball,Myntra,2025-09-30,784.08,14.4,4.7
Exercise Ball,Myntra,2025-10-01,925.02,24.0,4.6
Exercise Ball,Myntra,2025-10-02,919.08,19.0,3.6
Exercise Ball,Myntra,2025-10-03,926.3,17.5,4.1
Exercise Ball,Myntra,2025-10-04,885.52,19.2,4.9
Exercise Ball,Myntra,2025-10-05,956.5,8.2,4.8
Exercise Ball,Myntra,2025-10-06,912.86,19.7,3.9
Exercise Ball,Myntra,2025-10-07,992.6,8.1,4.7
Exercise Ball,Myntra,2025-10-08,907.6,22.2,4.4
Exercise Ball,Myntra,2025-10-09,904.6,9.5,4.4
Exercise Ball,Myntra,2025-10-10,921.01,21.8,3.8
Exercise Ball,Myntra,2025-10-11,914.44,15.9,4.8
Exercise Ball,Myntra,2025-10-12,931.46,21.4,3.7
Exercise Ball,Myntra,2025-10-13,855.57,15.9,5.0
Exercise Ball,Myntra,2025-10-14,906.73,12.1,4.8
Exercise Ball,Myntra,2025-10-15,838.0,27.8,4.7
Exercise Ball,Myntra,2025-10-16,867.32,14.0,4.2
Exercise Ball,Myntra,2025-10-17,793.47,19.5,4.3
Exercise Ball,Myntra,2025-10-18,813.8,13.4,4.2
Exercise Ball,Myntra,2025-10-19,760.42,21.9,4.6
Exercise Ball,Myntra,2025-10-20,811.16,20.4,4.3
Exercise Ball,Myntra,2025-10-21,740.05,18.7,4.5
Exercise Ball,Myntra,2025-10-22,746.92,14.6,4.7
Exercise Ball,Myntra,2025-10-23,790.64,22.0,3.8
Exercise Ball,Myntra,2025-10-24,815.96,12.2,4.7
Exercise Ball,Myntra,2025-10-25,818.16,27.8,4.2
Exercise Ball,Myntra,2025-10-26,840.69,23.2,4.7
Exercise Ball,Myntra,2025-10-27,865.39,15.5,4.2
Exercise Ball,Myntra,2025-10-28,806.81,11.1,4.2
Exercise Ball,Myntra,2025-10-29,814.55,14.0,4.4
Exercise Ball,Myntra,2025-10-30,759.3,12.6,4.2
Exercise Ball,Myntra,2025-10-31,944.94,24.7,4.4
Exercise Ball,Myntra,2025-11-01,923.5,17.1,4.5
Exercise Ball,Myntra,2025-11-02,901.16,18.4,4.4
Exercise Ball,Myntra,2025-11-03,898.74,17.1,4.6
Exercise Ball,Myntra,2025-11-04,920.18,21.8,4.7
Exercise Ball,Myntra,2025-11-05,861.38,17.7,3.4
Exercise Ball,Myntra,2025-11-06,874.68,20.6,3.7
Exercise Ball,Myntra,2025-11-07,978.95,23.8,4.4
Exercise Ball,Myntra,2025-11-08,960.81,11.4,3.7
Exercise Ball,Myntra,2025-11-09,943.83,8.1,4.5
Exercise Ball,Myntra,2025-11-10,918.4,8.1,3.9
Exercise Ball,Myntra,2025-11-11,885.0,11.9,3.9
Exercise Ball,Myntra,2025-11-12,856.68,13.4,3.9
Exercise Ball,Myntra,2025-11-13,949.73,8.8,3.8
Exercise Ball,Myntra,2025-11-14,907.67,11.4,4.2
Exercise Ball,Myntra,2025-11-15,838.81,34.2,3.8
Exercise Ball,Myntra,2025-11-16,790.13,12.6,4.3
Exercise Ball,Myntra,2025-11-17,830.65,24.8,4.1
Exercise Ball,Myntra,2025-11-18,753.24,21.0,4.7
Exercise Ball,Myntra,2025-11-19,777.08,21.3,4.1
Exercise Ball,Myntra,2025-11-20,737.48,17.1,4.5
Exercise Ball,Myntra,2025-11-21,821.02,18.8,4.9
Exercise Ball,Myntra,2025-11-22,779.38,18.9,3.7
Exercise Ball,Myntra,2025-11-23,768.97,23.5,3.6
Exercise Ball,Myntra,2025-11-24,810.26,22.9,4.3
Exercise Ball,Myntra,2025-11-25,752.76,27.5,4.5
Exercise Ball,Myntra,2025-11-26,865.4,13.8,4.8
Exercise Ball,Myntra,2025-11-27,842.99,23.5,4.3
Exercise Ball,Myntra,2025-11-28,790.67,12.2,3.7
Exercise Ball,Myntra,2025-11-29,871.42,19.8,4.8
Exercise Ball,Myntra,2025-11-30,948.2,19.5,4.3
Exercise Ball,Myntra,2025-12-01,923.73,25.2,4.8
Exercise Ball,Myntra,2025-12-02,912.87,17.1,3.9
Exercise Ball,Myntra,2025-12-03,904.66,14.3,3.8
Exercise Ball,Myntra,2025-12-04,981.65,12.1,4.3
Exercise Ball,Myntra,2025-12-05,952.22,9.6,3.9
Exercise Ball,Myntra,2025-12-06,934.64,18.7,4.6
Exercise Ball,Myntra,2025-12-07,901.09,23.1,3.6
Exercise Ball,Myntra,2025-12-08,971.9,8.4,3.5
Exercise Ball,Myntra,2025-12-09,953.19,8.3,4.2
Exercise Ball,Myntra,2025-12-10,986.08,8.6,4.4
Exercise Ball,Myntra,2025-12-11,991.1,24.1,4.2
Exercise Ball,Myntra,2025-12-12,963.44,15.0,3.6
Exercise Ball,Myntra,2025-12-13,849.31,15.5,3.7
Exercise Ball,Myntra,2025-12-14,928.16,11.9,4.7
Exercise Ball,Myntra,2025-12-15,920.26,31.8,4.3
Exercise Ball,Myntra,2025-12-16,800.94,18.5,5.0
Exercise Ball,Myntra,2025-12-17,847.38,8.9,3.7
Exercise Ball,Myntra,2025-12-18,758.69,16.2,4.2
Exercise Ball,Myntra,2025-12-19,892.9,13.7,3.6
Exercise Ball,Myntra,2025-12-20,742.61,22.6,3.7
Exercise Ball,Myntra,2025-12-21,741.23,16.9,3.8
Exercise Ball,Myntra,2025-12-22,906.17,17.9,4.2
Exercise Ball,Myntra,2025-12-23,821.27,17.0,3.9
Exercise Ball,Myntra,2025-12-24,860.76,24.8,5.0
Exercise Ball,Myntra,2025-12-25,812.31,32.5,4.7
Exercise Ball,Myntra,2025-12-26,830.14,12.9,4.1
Exercise Ball,Myntra,2025-12-27,870.49,8.4,3.6
Exercise Ball,Myntra,2025-12-28,836.3,10.3,4.8
Exercise Ball,Myntra,2025-12-29,927.29,25.0,3.5
Exercise Ball,Myntra,2025-12-30,890.87,20.0,4.1
Exercise Ball,Myntra,2025-12-31,991.3,14.5,4.9
Exercise Ball,Myntra,2026-01-01,854.86,35.4,4.5
Exercise Ball,Myntra,2026-01-02,965.18,23.8,4.0
Exercise Ball,Myntra,2026-01-03,909.15,16.7,3.7
Exercise Ball,Myntra,2026-01-04,964.04,17.9,3.4
Exercise Ball,Myntra,2026-01-05,1014.56,13.9,3.6
Exercise Ball,Myntra,2026-01-06,983.15,14.2,3.5
Exercise Ball,Myntra,2026-01-07,995.64,22.4,4.4
Exercise Ball,Myntra,2026-01-08,1032.66,8.9,3.7
Exercise Ball,Myntra,2026-01-09,932.07,11.6,4.3
Exercise Ball,Myntra,2026-01-10,948.37,24.7,3.7
Exercise Ball,Myntra,2026-01-11,904.52,9.7,4.2
Exercise Ball,Myntra,2026-01-12,909.79,8.1,4.3
Exercise Ball,Myntra,2026-01-13,899.82,21.1,4.6
Exercise Ball,Myntra,2026-01-14,930.68,19.1,4.2
Exercise Ball,Myntra,2026-01-15,842.73,18.3,4.4
Exercise Ball,Myntra,2026-01-16,841.46,18.7,4.3
Exercise Ball,Myntra,2026-01-17,842.5,12.9,4.6
Exercise Ball,Myntra,2026-01-18,875.78,10.0,3.7
Exercise Ball,Myntra,2026-01-19,860.47,23.5,3.9
Exercise Ball,Myntra,2026-01-20,811.17,15.1,4.2
Exercise Ball,Myntra,2026-01-21,824.59,23.2,3.5
Exercise Ball,Myntra,2026-01-22,895.28,8.1,4.7
Exercise Ball,Myntra,2026-01-23,834.21,15.7,4.6
Exercise Ball,Myntra,2026-01-24,863.37,11.3,4.4
Exercise Ball,Myntra,2026-01-25,942.58,36.2,5.0
Exercise Ball,Myntra,2026-01-26,888.18,12.7,4.6
Exercise Ball,Myntra,2026-01-27,938.98,9.1,4.3
Exercise Ball,Myntra,2026-01-28,813.9,16.3,3.6
Exercise Ball,Myntra,2026-01-29,920.45,20.9,4.1
Exercise Ball,Myntra,2026-01-30,957.96,22.7,3.9
Exercise Ball,Myntra,2026-01-31,940.0,14.8,4.6
Exercise Ball,Myntra,2026-02-01,1005.12,17.9,3.8
External Hard Drive,Ajio,2025-08-01,5587.24,25.0,4.2
External Hard Drive,Ajio,2025-08-02,5437.51,15.0,4.6
External Hard Drive,Ajio,2025-08-03,5880.7,8.3,5.0
External Hard Drive,Ajio,2025-08-04,5808.43,21.2,4.2
External Hard Drive,Ajio,2025-08-05,5623.56,15.8,4.3
External Hard Drive,Ajio,2025-08-06,5575.36,16.3,4.7
External Hard Drive,Ajio,2025-08-07,5917.0,16.3,4.4
External Hard Drive,Ajio,2025-08-08,6648.91,19.6,4.1
External Hard Drive,Ajio,2025-08-09,5987.77,9.8,4.2
External Hard Drive,Ajio,2025-08-10,6563.45,22.1,4.0
External Hard Drive,Ajio,2025-08-11,6022.94,15.9,4.2
External Hard Drive,Ajio,2025-08-12,6022.73,10.1,4.4
External Hard Drive,Ajio,2025-08-13,5714.82,8.6,4.9
External Hard Drive,Ajio,2025-08-14,5925.3,8.9,4.4
External Hard Drive,Ajio,2025-08-15,6066.8,28.9,4.1
External Hard Drive,Ajio,2025-08-16,5587.36,22.8,4.6
External Hard Drive,Ajio,2025-08-17,5636.34,23.0,3.9
External Hard Drive,Ajio,2025-08-18,5385.96,12.3,3.6
External Hard Drive,Ajio,2025-08-19,4844.2,17.8,3.7
External Hard Drive,Ajio,2025-08-20,5160.72,24.5,4.3
External Hard Drive,Ajio,2025-08-21,4873.84,9.4,4.2
External Hard Drive,Ajio,2025-08-22,4803.28,10.3,4.2
External Hard Drive,Ajio,2025-08-23,5312.81,9.5,3.4
External Hard Drive,Ajio,2025-08-24,5056.28,18.6,4.1
External Hard Drive,Ajio,2025-08-25,4844.29,19.7,4.5
External Hard Drive,Ajio,2025-08-26,5096.57,17.0,4.4
External Hard Drive,Ajio,2025-08-27,4677.51,8.5,4.7
External Hard Drive,Ajio,2025-08-28,5451.56,11.4,4.3
External Hard Drive,Ajio,2025-08-29,5839.45,16.6,4.6
External Hard Drive,Ajio,2025-08-30,5466.21,20.8,3.7
External Hard Drive,Ajio,2025-08-31,5835.83,16.5,4.9
External Hard Drive,Ajio,2025-09-01,5627.3,37.4,3.6
External Hard Drive,Ajio,2025-09-02,5744.43,16.7,3.6
External Hard Drive,Ajio,2025-09-03,5996.25,24.7,4.6
External Hard Drive,Ajio,2025-09-04,5612.49,24.9,3.6
External Hard Drive,Ajio,2025-09-05,6092.22,19.9,4.0
External Hard Drive,Ajio,2025-09-06,6422.31,17.9,3.8
External Hard Drive,Ajio,2025-09-07,6602.91,16.9,4.1
External Hard Drive,Ajio,2025-09-08,5929.5,15.7,3.3
External Hard Drive,Ajio,2025-09-09,6098.28,9.0,3.0
External Hard Drive,Ajio,2025-09-10,5801.51,23.2,4.3
External Hard Drive,Ajio,2025-09-11,5913.55,9.4,4.2
External Hard Drive,Ajio,2025-09-12,6186.54,17.2,4.4
External Hard Drive,Ajio,2025-09-13,5495.83,24.6,5.0
External Hard Drive,Ajio,2025-09-14,5422.34,22.4,4.0
External Hard Drive,Ajio,2025-09-15,6067.69,12.1,4.2
External Hard Drive,Ajio,2025-09-16,5819.92,23.7,3.6
External Hard Drive,Ajio,2025-09-17,5235.48,9.3,4.9
External Hard Drive,Ajio,2025-09-18,5578.03,17.8,4.5
External Hard Drive,Ajio,2025-09-19,5232.28,21.4,3.7
External Hard Drive,Ajio,2025-09-20,5145.12,17.8,4.6
External Hard Drive,Ajio,2025-09-21,5196.59,18.0,4.6
External Hard Drive,Ajio,2025-09-22,5399.78,19.0,3.9
External Hard Drive,Ajio,2025-09-23,5489.03,20.3,4.2
External Hard Drive,Ajio,2025-09-24,5117.5,17.8,4.3
External Hard Drive,Ajio,2025-09-25,5074.2,34.0,3.6
External Hard Drive,Ajio,2025-09-26,5493.59,13.4,3.9
External Hard Drive,Ajio,2025-09-27,5647.63,12.4,3.6
External Hard Drive,Ajio,2025-09-28,5481.67,22.5,4.7
External Hard Drive,Ajio,2025-09-29,5612.27,13.8,3.9
External Hard Drive,Ajio,2025-09-30,5495.13,17.7,3.9
External Hard Drive,Ajio,2025-10-01,5670.61,28.1,3.8
External Hard Drive,Ajio,2025-10-02,6668.36,15.4,4.3
External Hard Drive,Ajio,2025-10-03,5703.21,21.7,4.1
External Hard Drive,Ajio,2025-10-04,5828.8,16.1,4.1
External Hard Drive,Ajio,2025-10-05,5905.45,12.2,4.2
External Hard Drive,Ajio,2025-10-06,6374.67,13.5,4.2
External Hard Drive,Ajio,2025-10-07,6659.79,23.1,4.8
External Hard Drive,Ajio,2025-10-08,6080.43,22.7,4.3
External Hard Drive,Ajio,2025-10-09,6235.87,13.0,3.9
External Hard Drive,Ajio,2025-10-10,6559.9,19.9,3.6
External Hard Drive,Ajio,2025-10-11,6089.36,13.3,4.3
External Hard Drive,Ajio,2025-10-12,5852.44,8.7,3.8
External Hard Drive,Ajio,2025-10-13,6570.11,11.4,4.4
External Hard Drive,Ajio,2025-10-14,6177.98,14.1,3.9
External Hard Drive,Ajio,2025-10-15,5784.47,20.2,3.6
External Hard Drive,Ajio,2025-10-16,6005.88,17.7,4.6
External Hard Drive,Ajio,2025-10-17,6062.87,18.6,3.9
External Hard Drive,Ajio,2025-10-18,5536.79,10.8,4.5
External Hard Drive,Ajio,2025-10-19,5401.04,13.3,4.6
External Hard Drive,Ajio,2025-10-20,5429.58,20.7,4.9
External Hard Drive,Ajio,2025-10-21,5483.68,19.4,4.4
External Hard Drive,Ajio,2025-10-22,5845.33,12.0,4.1
External Hard Drive,Ajio,2025-10-23,5024.55,22.3,4.9
External Hard Drive,Ajio,2025-10-24,5329.65,19.3,4.5
External Hard Drive,Ajio,2025-10-25,4755.17,13.0,4.5
External Hard Drive,Ajio,2025-10-26,5115.87,24.9,4.4
External Hard Drive,Ajio,2025-10-27,5442.91,24.4,4.2
External Hard Drive,Ajio,2025-10-28,5758.52,20.9,3.9
External Hard Drive,Ajio,2025-10-29,5305.0,23.6,4.8
External Hard Drive,Ajio,2025-10-30,6210.03,23.6,4.2
External Hard Drive,Ajio,2025-10-31,6352.02,20.6,4.6
External Hard Drive,Ajio,2025-11-01,5986.98,26.2,3.8
External Hard Drive,Ajio,2025-11-02,6115.81,17.6,3.7
External Hard Drive,Ajio,2025-11-03,6063.44,14.3,4.2
External Hard Drive,Ajio,2025-11-04,6428.55,23.8,3.9
External Hard Drive,Ajio,2025-11-05,6708.52,12.0,4.6
External Hard Drive,Ajio,2025-11-06,6693.5,22.8,4.6
External Hard Drive,Ajio,2025-11-07,6216.96,18.0,4.0
External Hard Drive,Ajio,2025-11-08,6501.85,16.7,4.3
External Hard Drive,Ajio,2025-11-09,6299.53,17.3,5.0
External Hard Drive,Ajio,2025-11-10,6221.46,21.2,5.0
External Hard Drive,Ajio,2025-11-11,6650.09,19.6,4.3
External Hard Drive,Ajio,2025-11-12,6271.72,11.2,4.6
External Hard Drive,Ajio,2025-11-13,6189.7,13.3,3.8
External Hard Drive,Ajio,2025-11-14,5525.13,21.6,3.6
External Hard Drive,Ajio,2025-11-15,5516.57,22.9,4.2
External Hard Drive,Ajio,2025-11-16,5775.01,14.6,3.6
External Hard Drive,Ajio,2025-11-17,5450.57,10.9,4.2
External Hard Drive,Ajio,2025-11-18,5984.28,24.6,3.2
External Hard Drive,Ajio,2025-11-19,5586.76,10.8,4.2
External Hard Drive,Ajio,2025-11-20,5648.18,13.4,4.8
External Hard Drive,Ajio,2025-11-21,5880.63,24.4,4.2
External Hard Drive,Ajio,2025-11-22,5021.61,10.1,4.5
External Hard Drive,Ajio,2025-11-23,5488.86,20.9,4.2
External Hard Drive,Ajio,2025-11-24,5378.84,22.1,4.5
External Hard Drive,Ajio,2025-11-25,5725.79,13.6,4.1
External Hard Drive,Ajio,2025-11-26,5997.45,24.4,4.2
External Hard Drive,Ajio,2025-11-27,5706.19,23.3,4.3
External Hard Drive,Ajio,2025-11-28,5987.8,18.8,4.7
External Hard Drive,Ajio,2025-11-29,6085.58,17.6,4.6
External Hard Drive,Ajio,2025-11-30,5631.69,24.5,4.0
External Hard Drive,Ajio,2025-12-01,6691.37,32.3,3.5
External Hard Drive,Ajio,2025-12-02,6263.61,16.5,4.2
External Hard Drive,Ajio,2025-12-03,6639.28,10.3,4.3
External Hard Drive,Ajio,2025-12-04,6814.53,17.0,3.8
External Hard Drive,Ajio,2025-12-05,6685.26,16.0,4.0
External Hard Drive,Ajio,2025-12-06,6441.83,9.4,4.3
External Hard Drive,Ajio,2025-12-07,6772.2,10.0,3.6
External Hard Drive,Ajio,2025-12-08,6575.33,19.8,4.9
External Hard Drive,Ajio,2025-12-09,6560.55,17.1,4.4
External Hard Drive,Ajio,2025-12-10,6197.15,24.4,4.2
External Hard Drive,Ajio,2025-12-11,6757.43,10.7,4.0
External Hard Drive,Ajio,2025-12-12,6372.74,15.7,4.9
External Hard Drive,Ajio,2025-12-13,6204.42,17.7,3.3
External Hard Drive,Ajio,2025-12-14,6130.09,19.1,4.8
External Hard Drive,Ajio,2025-12-15,5713.52,27.2,4.3
External Hard Drive,Ajio,2025-12-16,6552.88,11.5,4.6
External Hard Drive,Ajio,2025-12-17,6213.1,19.2,3.1
External Hard Drive,Ajio,2025-12-18,5905.89,9.7,3.7
External Hard Drive,Ajio,2025-12-19,6066.59,13.2,4.2
External Hard Drive,Ajio,2025-12-20,5102.69,18.0,4.8
External Hard Drive,Ajio,2025-12-21,5566.69,23.7,4.4
External Hard Drive,Ajio,2025-12-22,5343.83,20.1,4.0
External Hard Drive,Ajio,2025-12-23,5335.91,11.9,4.3
External Hard Drive,Ajio,2025-12-24,5464.31,18.7,5.0
